country,year,age,suicides_no,population,sucide_rate,hdi_for_year,gdp_for_year,gdp_per_capita,sex_male,generation_G.I. Generation,generation_Generation X,generation_Generation Z,generation_Millenials,generation_Silent
0,1987,2,21,312900,6.71,0.619,2156624900.0,796,1,0,1,0,0,0
0,1987,4,16,308000,5.19,0.619,2156624900.0,796,1,0,0,0,0,1
0,1987,2,14,289700,4.83,0.619,2156624900.0,796,0,0,1,0,0,0
0,1987,6,1,21800,4.59,0.619,2156624900.0,796,1,1,0,0,0,0
0,1987,3,9,274300,3.28,0.619,2156624900.0,796,1,0,0,0,0,0
0,1987,6,1,35600,2.81,0.619,2156624900.0,796,0,1,0,0,0,0
0,1987,4,6,278800,2.15,0.619,2156624900.0,796,0,0,0,0,0,1
0,1987,3,4,257200,1.56,0.619,2156624900.0,796,0,0,0,0,0,0
0,1987,5,1,137500,0.73,0.619,2156624900.0,796,1,1,0,0,0,0
0,1987,1,0,311000,0.0,0.619,2156624900.0,796,0,0,1,0,0,0
0,1987,5,0,144600,0.0,0.619,2156624900.0,796,0,1,0,0,0,0
0,1987,1,0,338200,0.0,0.619,2156624900.0,796,1,0,1,0,0,0
0,1988,6,2,36400,5.49,0.619,2126000000.0,769,0,1,0,0,0,0
0,1988,2,17,319200,5.33,0.619,2126000000.0,769,1,0,1,0,0,0
0,1988,6,1,22300,4.48,0.619,2126000000.0,769,1,1,0,0,0,0
0,1988,4,14,314100,4.46,0.619,2126000000.0,769,1,0,0,0,0,1
0,1988,5,4,140200,2.85,0.619,2126000000.0,769,1,1,0,0,0,0
0,1988,2,8,295600,2.71,0.619,2126000000.0,769,0,0,1,0,0,0
0,1988,5,3,147500,2.03,0.619,2126000000.0,769,0,1,0,0,0,0
0,1988,3,5,262400,1.91,0.619,2126000000.0,769,0,0,0,0,0,0
0,1988,3,5,279900,1.79,0.619,2126000000.0,769,1,0,0,0,0,0
0,1988,4,4,284500,1.41,0.619,2126000000.0,769,0,0,0,0,0,1
0,1988,1,0,317200,0.0,0.619,2126000000.0,769,0,0,1,0,0,0
0,1988,1,0,345000,0.0,0.619,2126000000.0,769,1,0,1,0,0,0
0,1989,6,2,22500,8.89,0.619,2335124988.0,833,1,1,0,0,0,0
0,1989,3,18,283600,6.35,0.619,2335124988.0,833,1,0,0,0,0,0
0,1989,4,15,318400,4.71,0.619,2335124988.0,833,1,0,0,0,0,1
0,1989,5,6,142100,4.22,0.619,2335124988.0,833,1,1,0,0,0,0
0,1989,2,12,323500,3.71,0.619,2335124988.0,833,1,0,1,0,0,0
0,1989,4,7,288600,2.43,0.619,2335124988.0,833,0,0,0,0,0,1
0,1989,2,5,299900,1.67,0.619,2335124988.0,833,0,0,1,0,0,0
0,1989,3,2,266300,0.75,0.619,2335124988.0,833,0,0,0,0,0,0
0,1989,5,1,149600,0.67,0.619,2335124988.0,833,0,1,0,0,0,0
0,1989,1,0,321900,0.0,0.619,2335124988.0,833,0,0,1,0,0,0
0,1989,6,0,37000,0.0,0.619,2335124988.0,833,0,1,0,0,0,0
0,1989,1,0,349700,0.0,0.619,2335124988.0,833,1,0,1,0,0,0
0,1992,4,12,343800,3.49,0.619,709452584.0,251,1,0,0,0,0,0
0,1992,2,9,263700,3.41,0.619,709452584.0,251,1,0,1,0,0,0
0,1992,5,5,159500,3.13,0.619,709452584.0,251,1,0,0,0,0,1
0,1992,3,7,245500,2.85,0.619,709452584.0,251,1,0,0,0,0,0
0,1992,2,7,292400,2.39,0.619,709452584.0,251,0,0,1,0,0,0
0,1992,3,4,267400,1.5,0.619,709452584.0,251,0,0,0,0,0,0
0,1992,4,2,323100,0.62,0.619,709452584.0,251,0,0,0,0,0,0
0,1992,5,1,164900,0.61,0.619,709452584.0,251,0,0,0,0,0,1
0,1992,1,0,336700,0.0,0.619,709452584.0,251,0,0,0,0,1,0
0,1992,6,0,38700,0.0,0.619,709452584.0,251,0,1,0,0,0,0
0,1992,1,0,362900,0.0,0.619,709452584.0,251,1,0,0,0,1,0
0,1992,6,0,23900,0.0,0.619,709452584.0,251,1,1,0,0,0,0
0,1993,2,18,243300,7.4,0.619,1228071038.0,437,1,0,1,0,0,0
0,1993,5,7,165000,4.24,0.619,1228071038.0,437,1,0,0,0,0,1
0,1993,6,1,24200,4.13,0.619,1228071038.0,437,1,1,0,0,0,0
0,1993,3,9,230100,3.91,0.619,1228071038.0,437,1,0,0,0,0,0
0,1993,2,10,285300,3.51,0.619,1228071038.0,437,0,0,1,0,0,0
0,1993,4,10,350300,2.85,0.619,1228071038.0,437,1,0,0,0,0,0
0,1993,3,7,261800,2.67,0.619,1228071038.0,437,0,0,0,0,0,0
0,1993,4,7,331200,2.11,0.619,1228071038.0,437,0,0,0,0,0,0
0,1993,5,2,169500,1.18,0.619,1228071038.0,437,0,0,0,0,0,1
0,1993,1,1,340300,0.29,0.619,1228071038.0,437,0,0,0,0,1,0
0,1993,1,1,367000,0.27,0.619,1228071038.0,437,1,0,0,0,1,0
0,1993,6,0,39300,0.0,0.619,1228071038.0,437,0,1,0,0,0,0
0,1994,6,2,24600,8.13,0.619,1985673798.0,697,1,1,0,0,0,0
0,1994,5,11,171400,6.42,0.619,1985673798.0,697,1,0,0,0,0,1
0,1994,6,2,39900,5.01,0.619,1985673798.0,697,0,1,0,0,0,0
0,1994,3,6,231400,2.59,0.619,1985673798.0,697,1,0,0,0,0,0
0,1994,4,9,362800,2.48,0.619,1985673798.0,697,1,0,0,0,0,0
0,1994,2,6,242200,2.48,0.619,1985673798.0,697,1,0,1,0,0,0
0,1994,2,6,282600,2.12,0.619,1985673798.0,697,0,0,1,0,0,0
0,1994,3,4,261100,1.53,0.619,1985673798.0,697,0,0,0,0,0,0
0,1994,4,2,342500,0.58,0.619,1985673798.0,697,0,0,0,0,0,0
0,1994,5,1,174600,0.57,0.619,1985673798.0,697,0,0,0,0,0,1
0,1994,1,1,371800,0.27,0.619,1985673798.0,697,1,0,0,0,1,0
0,1994,1,0,344400,0.0,0.619,1985673798.0,697,0,0,0,0,1,0
0,1995,3,13,232900,5.58,0.619,2424499009.0,835,1,0,1,0,0,0
0,1995,5,9,178000,5.06,0.619,2424499009.0,835,1,0,0,0,0,1
0,1995,6,2,40800,4.9,0.619,2424499009.0,835,0,1,0,0,0,0
0,1995,2,13,283500,4.59,0.619,2424499009.0,835,0,0,1,0,0,0
0,1995,2,11,241200,4.56,0.619,2424499009.0,835,1,0,1,0,0,0
0,1995,6,1,25100,3.98,0.619,2424499009.0,835,1,1,0,0,0,0
0,1995,4,14,375900,3.72,0.619,2424499009.0,835,1,0,0,0,0,0
0,1995,3,7,264000,2.65,0.619,2424499009.0,835,0,0,1,0,0,0
0,1995,4,8,356400,2.24,0.619,2424499009.0,835,0,0,0,0,0,0
0,1995,1,6,376500,1.59,0.619,2424499009.0,835,1,0,0,0,1,0
0,1995,5,2,180400,1.11,0.619,2424499009.0,835,0,0,0,0,0,1
0,1995,1,2,348700,0.57,0.619,2424499009.0,835,0,0,0,0,1,0
0,1996,6,2,25400,7.87,0.6559999999999999,3314898292.0,1127,1,1,0,0,0,0
0,1996,2,17,243600,6.98,0.6559999999999999,3314898292.0,1127,1,0,1,0,0,0
0,1996,3,14,235300,5.95,0.6559999999999999,3314898292.0,1127,1,0,1,0,0,0
0,1996,2,16,287700,5.56,0.6559999999999999,3314898292.0,1127,0,0,1,0,0,0
0,1996,6,2,41200,4.85,0.6559999999999999,3314898292.0,1127,0,1,0,0,0,0
0,1996,3,10,267900,3.73,0.6559999999999999,3314898292.0,1127,0,0,1,0,0,0
0,1996,4,12,379600,3.16,0.6559999999999999,3314898292.0,1127,1,0,0,0,0,0
0,1996,4,9,362000,2.49,0.6559999999999999,3314898292.0,1127,0,0,0,0,0,0
0,1996,5,3,179900,1.67,0.6559999999999999,3314898292.0,1127,1,0,0,0,0,1
0,1996,5,1,183100,0.55,0.6559999999999999,3314898292.0,1127,0,0,0,0,0,1
0,1996,1,2,380400,0.53,0.6559999999999999,3314898292.0,1127,1,0,0,0,1,0
0,1996,1,1,354100,0.28,0.6559999999999999,3314898292.0,1127,0,0,0,0,1,0
0,1997,3,36,236000,15.25,0.6559999999999999,2359903108.0,793,1,0,1,0,0,0
0,1997,2,33,244400,13.5,0.6559999999999999,2359903108.0,793,1,0,1,0,0,0
0,1997,6,3,25400,11.81,0.6559999999999999,2359903108.0,793,1,1,0,0,0,0
0,1997,4,30,380800,7.88,0.6559999999999999,2359903108.0,793,1,0,0,0,0,0
0,1997,2,21,294000,7.14,0.6559999999999999,2359903108.0,793,0,0,1,0,0,0
0,1997,5,12,180300,6.66,0.6559999999999999,2359903108.0,793,1,0,0,0,0,1
0,1997,3,16,273900,5.84,0.6559999999999999,2359903108.0,793,0,0,1,0,0,0
0,1997,6,2,42100,4.75,0.6559999999999999,2359903108.0,793,0,1,0,0,0,0
0,1997,4,7,370100,1.89,0.6559999999999999,2359903108.0,793,0,0,0,0,0,0
0,1997,1,6,361800,1.66,0.6559999999999999,2359903108.0,793,0,0,0,0,1,0
0,1997,1,4,381500,1.05,0.6559999999999999,2359903108.0,793,1,0,0,0,1,0
0,1997,5,0,187000,0.0,0.6559999999999999,2359903108.0,793,0,0,0,0,0,1
0,1998,6,3,25800,11.63,0.6559999999999999,2707123772.0,899,1,1,0,0,0,0
0,1998,2,27,248800,10.85,0.6559999999999999,2707123772.0,899,1,0,1,0,0,0
0,1998,2,32,295600,10.83,0.6559999999999999,2707123772.0,899,0,0,1,0,0,0
0,1998,3,26,240400,10.82,0.6559999999999999,2707123772.0,899,1,0,1,0,0,0
0,1998,4,29,388200,7.47,0.6559999999999999,2707123772.0,899,1,0,0,0,0,0
0,1998,5,9,183800,4.9,0.6559999999999999,2707123772.0,899,1,0,0,0,0,1
0,1998,3,10,275300,3.63,0.6559999999999999,2707123772.0,899,0,0,1,0,0,0
0,1998,5,6,188200,3.19,0.6559999999999999,2707123772.0,899,0,0,0,0,0,1
0,1998,4,9,372100,2.42,0.6559999999999999,2707123772.0,899,0,0,0,0,0,0
0,1998,1,2,388400,0.51,0.6559999999999999,2707123772.0,899,1,0,0,0,1,0
0,1998,1,1,363800,0.27,0.6559999999999999,2707123772.0,899,0,0,0,0,1,0
0,1998,6,0,42300,0.0,0.6559999999999999,2707123772.0,899,0,1,0,0,0,0
0,1999,6,3,25900,11.58,0.6559999999999999,3414760915.0,1127,1,1,0,0,0,0
0,1999,2,24,250600,9.58,0.6559999999999999,3414760915.0,1127,1,0,1,0,0,0
0,1999,6,4,42400,9.43,0.6559999999999999,3414760915.0,1127,0,1,0,0,0,0
0,1999,4,31,391100,7.93,0.6559999999999999,3414760915.0,1127,1,0,0,0,0,0
0,1999,3,19,242300,7.84,0.6559999999999999,3414760915.0,1127,1,0,1,0,0,0
0,1999,5,14,185200,7.56,0.6559999999999999,3414760915.0,1127,1,0,0,0,0,1
0,1999,2,19,296800,6.4,0.6559999999999999,3414760915.0,1127,0,0,1,0,0,0
0,1999,3,13,276500,4.7,0.6559999999999999,3414760915.0,1127,0,0,1,0,0,0
0,1999,5,6,188800,3.18,0.6559999999999999,3414760915.0,1127,0,0,0,0,0,1
0,1999,4,5,373600,1.34,0.6559999999999999,3414760915.0,1127,0,0,0,0,0,0
0,1999,1,1,365200,0.27,0.6559999999999999,3414760915.0,1127,0,0,0,0,1,0
0,1999,1,0,391300,0.0,0.6559999999999999,3414760915.0,1127,1,0,0,0,1,0
0,2000,3,17,232000,7.33,0.6559999999999999,3632043908.0,1299,1,0,1,0,0,0
0,2000,5,10,177400,5.64,0.6559999999999999,3632043908.0,1299,1,0,0,0,0,1
0,2000,6,2,37800,5.29,0.6559999999999999,3632043908.0,1299,0,1,0,0,0,0
0,2000,6,1,24900,4.02,0.6559999999999999,3632043908.0,1299,1,1,0,0,0,0
0,2000,2,6,263900,2.27,0.6559999999999999,3632043908.0,1299,0,0,1,0,0,0
0,2000,2,5,240000,2.08,0.6559999999999999,3632043908.0,1299,1,0,1,0,0,0
0,2000,4,5,332200,1.51,0.6559999999999999,3632043908.0,1299,0,0,0,0,0,0
0,2000,3,3,245800,1.22,0.6559999999999999,3632043908.0,1299,0,0,1,0,0,0
0,2000,4,4,374700,1.07,0.6559999999999999,3632043908.0,1299,1,0,0,0,0,0
0,2000,1,1,374900,0.27,0.6559999999999999,3632043908.0,1299,1,0,0,0,1,0
0,2000,1,0,324700,0.0,0.6559999999999999,3632043908.0,1299,0,0,0,0,1,0
0,2000,5,0,168000,0.0,0.6559999999999999,3632043908.0,1299,0,0,0,0,0,1
0,2001,3,22,206484,10.65,0.695,4060758804.0,1451,1,0,1,0,0,0
0,2001,4,34,378826,8.98,0.695,4060758804.0,1451,1,0,0,0,0,0
0,2001,5,11,196670,5.59,0.695,4060758804.0,1451,1,0,0,0,0,1
0,2001,6,2,47254,4.23,0.695,4060758804.0,1451,0,0,0,0,0,1
0,2001,2,10,256039,3.91,0.695,4060758804.0,1451,1,0,0,0,1,0
0,2001,2,9,271359,3.32,0.695,4060758804.0,1451,0,0,0,0,1,0
0,2001,4,12,370191,3.24,0.695,4060758804.0,1451,0,0,0,0,0,0
0,2001,6,1,31044,3.22,0.695,4060758804.0,1451,1,0,0,0,0,1
0,2001,5,6,189799,3.16,0.695,4060758804.0,1451,0,0,0,0,0,1
0,2001,1,6,321556,1.87,0.695,4060758804.0,1451,1,0,0,0,1,0
0,2001,3,4,222771,1.8,0.695,4060758804.0,1451,0,0,1,0,0,0
0,2001,1,2,307356,0.65,0.695,4060758804.0,1451,0,0,0,0,1,0
0,2002,6,4,31007,12.9,0.695,4435078648.0,1573,1,0,0,0,0,1
0,2002,3,23,206286,11.15,0.695,4435078648.0,1573,1,0,1,0,0,0
0,2002,4,35,382139,9.16,0.695,4435078648.0,1573,1,0,0,0,0,0
0,2002,5,13,198130,6.56,0.695,4435078648.0,1573,1,0,0,0,0,1
0,2002,2,15,263067,5.7,0.695,4435078648.0,1573,1,0,0,0,1,0
0,2002,2,14,275970,5.07,0.695,4435078648.0,1573,0,0,0,0,1,0
0,2002,4,15,375113,4.0,0.695,4435078648.0,1573,0,0,0,0,0,0
0,2002,3,7,223685,3.13,0.695,4435078648.0,1573,0,0,1,0,0,0
0,2002,6,1,47407,2.11,0.695,4435078648.0,1573,0,0,0,0,0,1
0,2002,5,4,191712,2.09,0.695,4435078648.0,1573,0,0,0,0,0,1
0,2002,1,1,304850,0.33,0.695,4435078648.0,1573,0,0,0,0,1,0
0,2002,1,1,319473,0.31,0.695,4435078648.0,1573,1,0,0,0,1,0
0,2003,6,6,49088,12.22,0.695,5746945913.0,2021,0,0,0,0,0,1
0,2003,5,16,201520,7.94,0.695,5746945913.0,2021,1,0,0,0,0,1
0,2003,4,28,386196,7.25,0.695,5746945913.0,2021,1,0,0,0,0,0
0,2003,2,15,273235,5.49,0.695,5746945913.0,2021,1,0,0,0,1,0
0,2003,2,14,283709,4.93,0.695,5746945913.0,2021,0,0,0,0,1,0
0,2003,5,9,195699,4.6,0.695,5746945913.0,2021,0,0,0,0,0,1
0,2003,3,9,205433,4.38,0.695,5746945913.0,2021,1,0,1,0,0,0
0,2003,3,9,222941,4.04,0.695,5746945913.0,2021,0,0,1,0,0,0
0,2003,4,13,381760,3.41,0.695,5746945913.0,2021,0,0,0,0,0,0
0,2003,6,1,32667,3.06,0.695,5746945913.0,2021,1,0,0,0,0,1
0,2003,1,4,313204,1.28,0.695,5746945913.0,2021,1,0,0,0,1,0
0,2003,1,0,298477,0.0,0.695,5746945913.0,2021,0,0,0,0,1,0
0,2004,6,4,35526,11.26,0.695,7314865176.0,2544,1,0,0,0,0,1
0,2004,4,39,391767,9.95,0.695,7314865176.0,2544,1,0,0,0,0,0
0,2004,3,16,203938,7.85,0.695,7314865176.0,2544,1,0,1,0,0,0
0,2004,2,20,292268,6.84,0.695,7314865176.0,2544,0,0,0,0,1,0
0,2004,2,19,286768,6.63,0.695,7314865176.0,2544,1,0,0,0,1,0
0,2004,6,3,50970,5.89,0.695,7314865176.0,2544,0,0,0,0,0,1
0,2004,3,11,222389,4.95,0.695,7314865176.0,2544,0,0,1,0,0,0
0,2004,5,10,207202,4.83,0.695,7314865176.0,2544,1,0,0,0,0,1
0,2004,4,17,391436,4.34,0.695,7314865176.0,2544,0,0,0,0,0,0
0,2004,5,3,203841,1.47,0.695,7314865176.0,2544,0,0,0,0,0,1
0,2004,1,3,286705,1.05,0.695,7314865176.0,2544,0,0,0,0,1,0
0,2004,1,1,302181,0.33,0.695,7314865176.0,2544,1,0,0,0,1,0
0,2005,2,0,281922,0.0,0.695,8158548717.0,2931,0,0,0,0,1,0
0,2005,3,0,190745,0.0,0.695,8158548717.0,2931,0,0,1,0,0,0
0,2005,4,0,386513,0.0,0.695,8158548717.0,2931,0,0,0,0,0,0
0,2005,1,0,276559,0.0,0.695,8158548717.0,2931,0,0,0,0,1,0
0,2005,5,0,210998,0.0,0.695,8158548717.0,2931,0,0,0,0,0,1
0,2005,6,0,53191,0.0,0.695,8158548717.0,2931,0,0,0,0,0,1
0,2005,2,0,281675,0.0,0.695,8158548717.0,2931,1,0,0,0,1,0
0,2005,3,0,177519,0.0,0.695,8158548717.0,2931,1,0,1,0,0,0
0,2005,4,0,380242,0.0,0.695,8158548717.0,2931,1,0,0,0,0,0
0,2005,1,0,291367,0.0,0.695,8158548717.0,2931,1,0,0,0,1,0
0,2005,5,0,214118,0.0,0.695,8158548717.0,2931,1,0,0,0,0,1
0,2005,6,0,38471,0.0,0.695,8158548717.0,2931,1,0,0,0,0,1
0,2006,2,0,283138,0.0,0.722,8992642349.0,3235,0,0,0,0,1,0
0,2006,3,0,186391,0.0,0.722,8992642349.0,3235,0,0,1,0,0,0
0,2006,4,0,388746,0.0,0.722,8992642349.0,3235,0,0,0,0,0,0
0,2006,1,0,267316,0.0,0.722,8992642349.0,3235,0,0,0,0,1,0
0,2006,5,0,215907,0.0,0.722,8992642349.0,3235,0,0,0,0,0,1
0,2006,6,0,56011,0.0,0.722,8992642349.0,3235,0,0,0,0,0,1
0,2006,2,0,286679,0.0,0.722,8992642349.0,3235,1,0,0,0,1,0
0,2006,3,0,174092,0.0,0.722,8992642349.0,3235,1,0,1,0,0,0
0,2006,4,0,379076,0.0,0.722,8992642349.0,3235,1,0,0,0,0,0
0,2006,1,0,282678,0.0,0.722,8992642349.0,3235,1,0,0,0,1,0
0,2006,5,0,219360,0.0,0.722,8992642349.0,3235,1,0,0,0,0,1
0,2006,6,0,40782,0.0,0.722,8992642349.0,3235,1,0,0,0,0,1
0,2007,6,8,42366,18.88,0.722,10701011897.0,3863,1,0,0,0,0,1
0,2007,4,29,378626,7.66,0.722,10701011897.0,3863,1,0,0,0,0,0
0,2007,5,14,224160,6.25,0.722,10701011897.0,3863,1,0,0,0,0,1
0,2007,6,3,57404,5.23,0.722,10701011897.0,3863,0,0,0,0,0,1
0,2007,3,9,172494,5.22,0.722,10701011897.0,3863,1,0,1,0,0,0
0,2007,2,13,281080,4.63,0.722,10701011897.0,3863,0,0,0,0,1,0
0,2007,2,13,288349,4.51,0.722,10701011897.0,3863,1,0,0,0,1,0
0,2007,3,8,183629,4.36,0.722,10701011897.0,3863,0,0,1,0,0,0
0,2007,5,9,221120,4.07,0.722,10701011897.0,3863,0,0,0,0,0,1
0,2007,4,14,391811,3.57,0.722,10701011897.0,3863,0,0,0,0,0,0
0,2007,1,4,272497,1.47,0.722,10701011897.0,3863,1,0,0,1,0,0
0,2007,1,0,256808,0.0,0.722,10701011897.0,3863,0,0,0,1,0,0
0,2008,3,21,172855,12.15,0.722,12881352688.0,4672,1,0,1,0,0,0
0,2008,4,37,377119,9.81,0.722,12881352688.0,4672,1,0,0,0,0,0
0,2008,5,21,228672,9.18,0.722,12881352688.0,4672,1,0,0,0,0,1
0,2008,6,5,59369,8.42,0.722,12881352688.0,4672,0,0,0,0,0,1
0,2008,2,20,276073,7.24,0.722,12881352688.0,4672,0,0,0,0,1,0
0,2008,3,9,182663,4.93,0.722,12881352688.0,4672,0,0,1,0,0,0
0,2008,4,19,393832,4.82,0.722,12881352688.0,4672,0,0,0,0,0,0
0,2008,6,2,44574,4.49,0.722,12881352688.0,4672,1,0,0,0,0,1
0,2008,2,11,286702,3.84,0.722,12881352688.0,4672,1,0,0,0,1,0
0,2008,5,7,226448,3.09,0.722,12881352688.0,4672,0,0,0,0,0,1
0,2008,1,7,262464,2.67,0.722,12881352688.0,4672,1,0,0,1,0,0
0,2008,1,1,246288,0.41,0.722,12881352688.0,4672,0,0,0,1,0,0
0,2009,2,0,270003,0.0,0.722,12044212904.0,4387,0,0,0,0,1,0
0,2009,3,0,182712,0.0,0.722,12044212904.0,4387,0,0,1,0,0,0
0,2009,4,0,394286,0.0,0.722,12044212904.0,4387,0,0,0,0,0,0
0,2009,1,0,236174,0.0,0.722,12044212904.0,4387,0,0,0,1,0,0
0,2009,5,0,233302,0.0,0.722,12044212904.0,4387,0,0,0,0,0,1
0,2009,6,0,61582,0.0,0.722,12044212904.0,4387,0,0,0,0,0,1
0,2009,2,0,283448,0.0,0.722,12044212904.0,4387,1,0,0,0,1,0
0,2009,3,0,174955,0.0,0.722,12044212904.0,4387,1,0,1,0,0,0
0,2009,4,0,374365,0.0,0.722,12044212904.0,4387,1,0,0,0,0,0
0,2009,1,0,253007,0.0,0.722,12044212904.0,4387,1,0,0,1,0,0
0,2009,5,0,234570,0.0,0.722,12044212904.0,4387,1,0,0,0,0,1
0,2009,6,0,47331,0.0,0.722,12044212904.0,4387,1,0,0,0,0,1
0,2010,5,20,241852,8.27,0.722,11926953259.0,4359,1,0,0,0,0,1
0,2010,4,20,371611,5.38,0.722,11926953259.0,4359,1,0,1,0,0,0
0,2010,3,9,179720,5.01,0.722,11926953259.0,4359,1,0,1,0,0,0
0,2010,6,2,50767,3.94,0.722,11926953259.0,4359,1,0,0,0,0,1
0,2010,2,10,279508,3.58,0.722,11926953259.0,4359,1,0,0,0,1,0
0,2010,3,6,183579,3.27,0.722,11926953259.0,4359,0,0,1,0,0,0
0,2010,6,2,64415,3.1,0.722,11926953259.0,4359,0,0,0,0,0,1
0,2010,4,12,394593,3.04,0.722,11926953259.0,4359,0,0,1,0,0,0
0,2010,5,7,241491,2.9,0.722,11926953259.0,4359,0,0,0,0,0,1
0,2010,2,6,263581,2.28,0.722,11926953259.0,4359,0,0,0,0,1,0
0,2010,1,2,223969,0.89,0.722,11926953259.0,4359,0,0,0,1,0,0
0,2010,1,0,240939,0.0,0.722,11926953259.0,4359,1,0,0,1,0,0
1,1985,2,0,7709,0.0,0.699,240923926.0,3850,0,0,1,0,0,0
1,1985,3,0,6344,0.0,0.699,240923926.0,3850,0,0,0,0,0,0
1,1985,4,0,6173,0.0,0.699,240923926.0,3850,0,0,0,0,0,1
1,1985,1,0,7339,0.0,0.699,240923926.0,3850,0,0,1,0,0,0
1,1985,5,0,3778,0.0,0.699,240923926.0,3850,0,1,0,0,0,0
1,1985,6,0,949,0.0,0.699,240923926.0,3850,0,1,0,0,0,0
1,1985,2,0,7667,0.0,0.699,240923926.0,3850,1,0,1,0,0,0
1,1985,3,0,6194,0.0,0.699,240923926.0,3850,1,0,0,0,0,0
1,1985,4,0,5970,0.0,0.699,240923926.0,3850,1,0,0,0,0,1
1,1985,1,0,7304,0.0,0.699,240923926.0,3850,1,0,1,0,0,0
1,1985,5,0,2723,0.0,0.699,240923926.0,3850,1,1,0,0,0,0
1,1985,6,0,424,0.0,0.699,240923926.0,3850,1,1,0,0,0,0
1,1986,2,0,7668,0.0,0.716,290440148.0,4740,0,0,1,0,0,0
1,1986,3,0,6209,0.0,0.716,290440148.0,4740,0,0,0,0,0,0
1,1986,4,0,6101,0.0,0.716,290440148.0,4740,0,0,0,0,0,1
1,1986,1,0,6907,0.0,0.716,290440148.0,4740,0,0,1,0,0,0
1,1986,5,0,3764,0.0,0.716,290440148.0,4740,0,1,0,0,0,0
1,1986,6,0,1014,0.0,0.716,290440148.0,4740,0,1,0,0,0,0
1,1986,2,0,7563,0.0,0.716,290440148.0,4740,1,0,1,0,0,0
1,1986,3,0,6023,0.0,0.716,290440148.0,4740,1,0,0,0,0,0
1,1986,4,0,5947,0.0,0.716,290440148.0,4740,1,0,0,0,0,1
1,1986,1,0,6827,0.0,0.716,290440148.0,4740,1,0,1,0,0,0
1,1986,5,0,2771,0.0,0.716,290440148.0,4740,1,1,0,0,0,0
1,1986,6,0,476,0.0,0.716,290440148.0,4740,1,1,0,0,0,0
1,1987,2,0,7583,0.0,0.716,337174852.0,5595,0,0,1,0,0,0
1,1987,3,0,6101,0.0,0.716,337174852.0,5595,0,0,0,0,0,0
1,1987,4,0,6059,0.0,0.716,337174852.0,5595,0,0,0,0,0,1
1,1987,1,0,6623,0.0,0.716,337174852.0,5595,0,0,1,0,0,0
1,1987,5,0,3738,0.0,0.716,337174852.0,5595,0,1,0,0,0,0
1,1987,6,0,1081,0.0,0.716,337174852.0,5595,0,1,0,0,0,0
1,1987,2,0,7421,0.0,0.716,337174852.0,5595,1,0,1,0,0,0
1,1987,3,0,5893,0.0,0.716,337174852.0,5595,1,0,0,0,0,0
1,1987,4,0,5927,0.0,0.716,337174852.0,5595,1,0,0,0,0,1
1,1987,1,0,6499,0.0,0.716,337174852.0,5595,1,0,1,0,0,0
1,1987,5,0,2798,0.0,0.716,337174852.0,5595,1,1,0,0,0,0
1,1987,6,0,538,0.0,0.716,337174852.0,5595,1,1,0,0,0,0
1,1988,2,0,7413,0.0,0.716,398637741.0,6693,0,0,1,0,0,0
1,1988,3,0,6041,0.0,0.716,398637741.0,6693,0,0,0,0,0,0
1,1988,4,0,6021,0.0,0.716,398637741.0,6693,0,0,0,0,0,1
1,1988,1,0,6527,0.0,0.716,398637741.0,6693,0,0,1,0,0,0
1,1988,5,0,3708,0.0,0.716,398637741.0,6693,0,1,0,0,0,0
1,1988,6,0,1141,0.0,0.716,398637741.0,6693,0,1,0,0,0,0
1,1988,2,0,7209,0.0,0.716,398637741.0,6693,1,0,1,0,0,0
1,1988,3,0,5826,0.0,0.716,398637741.0,6693,1,0,0,0,0,0
1,1988,4,0,5907,0.0,0.716,398637741.0,6693,1,0,0,0,0,1
1,1988,1,0,6355,0.0,0.716,398637741.0,6693,1,0,1,0,0,0
1,1988,5,0,2813,0.0,0.716,398637741.0,6693,1,1,0,0,0,0
1,1988,6,0,603,0.0,0.716,398637741.0,6693,1,1,0,0,0,0
1,1989,2,0,7152,0.0,0.716,438794778.0,7407,0,0,1,0,0,0
1,1989,3,0,6059,0.0,0.716,438794778.0,7407,0,0,0,0,0,0
1,1989,4,0,5969,0.0,0.716,438794778.0,7407,0,0,0,0,0,1
1,1989,1,0,6621,0.0,0.716,438794778.0,7407,0,0,1,0,0,0
1,1989,5,0,3696,0.0,0.716,438794778.0,7407,0,1,0,0,0,0
1,1989,6,0,1195,0.0,0.716,438794778.0,7407,0,1,0,0,0,0
1,1989,2,0,6927,0.0,0.716,438794778.0,7407,1,0,1,0,0,0
1,1989,3,0,5835,0.0,0.716,438794778.0,7407,1,0,0,0,0,0
1,1989,4,0,5862,0.0,0.716,438794778.0,7407,1,0,0,0,0,1
1,1989,1,0,6403,0.0,0.716,438794778.0,7407,1,0,1,0,0,0
1,1989,5,0,2843,0.0,0.716,438794778.0,7407,1,1,0,0,0,0
1,1989,6,0,676,0.0,0.716,438794778.0,7407,1,1,0,0,0,0
1,1990,4,1,5799,17.24,0.716,459469074.0,7744,1,0,0,0,0,1
1,1990,2,0,6827,0.0,0.716,459469074.0,7744,0,0,1,0,0,0
1,1990,3,0,6172,0.0,0.716,459469074.0,7744,0,0,0,0,0,0
1,1990,4,0,5895,0.0,0.716,459469074.0,7744,0,0,0,0,0,1
